Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.01845018450184502,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.02029520295202952,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.02214022140221402,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.023985239852398525,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.025830258302583026,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.027675276752767528,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.02952029520295203,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.03136531365313653,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.033210332103321034,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.03505535055350553,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.03690036900369004,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.03874538745387454,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.04059040590405904,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.042435424354243544,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.04428044280442804,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.046125461254612546,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.04797047970479705,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.04981549815498155,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.05166051660516605,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.05350553505535055,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.055350553505535055,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.05719557195571956,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.05904059040590406,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.06088560885608856,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.06273062730627306,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.06457564575645756,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.06642066420664207,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.06826568265682657,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.07011070110701106,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.07195571955719557,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
