Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.0847457627118644,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.0903954802259887,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.096045197740113,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1016949152542373,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.10734463276836158,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.11299435028248588,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.11864406779661017,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.12429378531073447,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.12994350282485875,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.13559322033898305,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.14124293785310735,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.14689265536723164,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.15254237288135594,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.15819209039548024,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1638418079096045,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1694915254237288,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1751412429378531,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1807909604519774,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1864406779661017,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.192090395480226,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.1977401129943503,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.2033898305084746,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.20903954802259886,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.21468926553672316,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.22033898305084745,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.22598870056497175,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.23163841807909605,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.23728813559322035,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
0.24293785310734464,0.9574286102007609,0.12322541673555198,0.9228037316608243,0.06402954080005004,0.927086865321733,0.05236740806956603,0.9627930640168488,0.020198595531792332,0.944345459927587,0.017329645377465095,0.8999690905731688,0.02295391983195172,0.9261175446072594,0.055703310746336936,0.9270026328125969,0.052305243882798474,0.9682551012244075,0.047450951915889036,0.585987526550889,0.2603734863696734,0.9560223562456668,0.029419537978160104,0.9323879536874592,0.014879539155716985,0.9335249901874922,0.02234305887231686,0.07933183121681213,0.018042007204496075,0.10412392580509186,0.035034552753668714,0.19767104370892047,0.2819084379443304
