Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.05649717514124294,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.062146892655367235,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.06779661016949153,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.07344632768361582,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.07909604519774012,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.0847457627118644,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.0903954802259887,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.096045197740113,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1016949152542373,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.10734463276836158,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.11299435028248588,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.11864406779661017,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.12429378531073447,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.12994350282485875,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.13559322033898305,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.14124293785310735,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.14689265536723164,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.15254237288135594,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.15819209039548024,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1638418079096045,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1694915254237288,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1751412429378531,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1807909604519774,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1864406779661017,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.192090395480226,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.1977401129943503,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.2033898305084746,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.20903954802259886,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.21468926553672316,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.22033898305084745,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.22598870056497175,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.23163841807909605,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
0.23728813559322035,0.9993623512756312,0.0011036570538114142,0.9309298359361128,0.052004422263119375,0.9309298359361128,0.052004422263119375,0.9960679819448269,0.002651448060990758,0.9962156282445067,0.00276973475793223,0.9852774925954273,0.011717518489322776,0.9318645723560476,0.05247899102828291,0.9318583063928527,0.05247104346828254,0.9766837962259888,0.04420387861077789,0.2867208448778838,0.37889287162245966,0.9971526273693889,0.0017933556782492495,0.9973275895152474,0.0020368903839843872,0.9967946888571605,0.002933002846475416,0.11586736238002777,0.1280032957015737,0.1041607050895691,0.08947505152473363,0.13734977757930755,0.08237976271563505
