Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev)
0.0684931506849315,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.07534246575342465,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.0821917808219178,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.08904109589041095,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.0958904109589041,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.10273972602739725,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1095890410958904,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.11643835616438356,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1232876712328767,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.13013698630136986,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.136986301369863,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.14383561643835616,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1506849315068493,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.15753424657534246,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1643835616438356,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.17123287671232876,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1780821917808219,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.18493150684931506,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.1917808219178082,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.19863013698630136,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2054794520547945,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.21232876712328766,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2191780821917808,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.22602739726027396,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2328767123287671,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.23972602739726026,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2465753424657534,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2534246575342466,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2602739726027397,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2671232876712329,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.273972602739726,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2808219178082192,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
0.2876712328767123,0.07291712009906769,0.05085572028860218,0.07291712009906769,0.05085572028860218,0.0658026157617569,0.09835090452026504,0.05843879270553589,0.09940270935419031,0.06384620583057403,0.10357073615442196,0.1120280764076445,0.07036032990608969,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.05512499415874481,0.08552351128835045,0.0723196394443512,0.10871505354954035,0.0658026157617569,0.09835090452026504,0.0658026157617569,0.09835090452026504,0.11863535284996032,0.08803483142860738,0.04682227087020874,0.04344674441947048,0.11605912899971008,0.03623702300587858
