Coverage,GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev)
0.07564575645756458,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.07749077490774908,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.07933579335793357,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.08118081180811808,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.08302583025830258,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.08487084870848709,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.08671586715867159,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.08856088560885608,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.09040590405904059,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.09225092250922509,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.0940959409594096,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.0959409594095941,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.09778597785977859,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.0996309963099631,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.1014760147601476,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.1033210332103321,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.10516605166051661,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.1070110701107011,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.1088560885608856,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11070110701107011,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11254612546125461,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11439114391143912,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11623616236162361,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11808118081180811,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.11992619926199262,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.12177121771217712,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
0.12361623616236163,1.0000000000000013,2.552686137197202e-13,0.9924297368425095,0.012838168645433032,0.9924297368425176,0.012838168645432205,0.9801083344538548,0.01798583458885219,0.9935719958200114,0.010523168039075026,0.9924580597079684,0.0028707027284305495,0.9946666666669307,0.04182503237694896,1.0000000000002591,2.3709812775106534e-13,1.000000000000186,2.1982075904380035e-13,0.9694698364500686,0.00761442926732457,0.9999999999999141,2.1814187540561056e-13,1.000000000000357,2.777447998842281e-13,1.0000000000002138,2.417701482936744e-13,0.4573807929002027,0.3445536734976805,0.7743941601200411,0.3600200053895697,0.6668937113591371,0.2420254910586994
