uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 255}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 255}",gmm_normalized_score
06068,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.16482832987337684,0.6811066681565766,0.8182626800841375,0.8462017660703242,0.9373051283647231,0.9602864557090091,0.23229492022889628,0.30390050031167165,0.3710183034854866,0.6790151644115839,0.23936433098618767,0.9648588990582777,0.8905311179305745,0.6768952222423046,0.4374147638657873,0.3901441714158075,0.254138618243957,0.11169740821889139,0.0025142166199766
07158,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.22458816806190757,0.5770905447104628,0.7479599628134184,0.8229419547442927,0.9177846607614577,0.9508692293708335,0.2972270347175685,0.3338186156953606,0.4179182970741209,0.7074474110653868,0.3355612173951143,0.9218086817684746,0.882441241623542,0.6477557353240097,0.42035056538078136,0.37359948734936566,0.23186315105545013,0.16618033133300714,0.0011301296461801
07397,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.2427618009267463,0.590799157486075,0.7526527790043788,0.8167181569681281,0.9350227806340261,0.9645209044493095,0.33478082519244967,0.39692390259848825,0.515145761063669,0.8020206241910269,0.3328157870418577,0.9730193966705649,0.9484631346555854,0.9032481824015054,0.5755415984695719,0.4914463326878233,0.24227652244567388,0.17127800818262284,0.0028701667612608
22019,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.26211117477609186,0.6128803372759645,0.7351698661370695,0.7961164320608117,0.9105617918746971,0.0,0.3549726487890055,0.4146958484126143,0.5483236749218201,0.8026793208494629,0.3516904490636195,0.916850071932941,0.8982788189204985,0.8500036750448275,0.6068145995723028,0.5228452600838666,0.24357798463832336,0.1623564409383907,0.0019187601271143
19396,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.21546831600079794,0.380089328950571,0.5650521922373941,0.7347410412422736,0.0,0.0,0.2673007997249295,0.28848770490313597,0.3286709580340941,0.4181627630262476,0.21573586255524568,0.6472414612152505,0.5470152503619823,0.4581412135670597,0.35843915818898353,0.31731608046394383,0.28262053331189146,0.21387952330409182,0.0148633957189527
19303,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.18226446925799344,0.42139105798441046,0.582125197241999,0.7479142134813911,0.0,0.0,0.2437757297716785,0.2582184726382104,0.2898097718841366,0.41373772587105284,0.2540823365204953,0.6271714933636562,0.463227148327505,0.3402484271340977,0.278283544526561,0.26114634833509864,0.24940212266252088,0.18031157415466767,0.0007823524277837
02983,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.21040877013290432,0.6920441795019081,0.8559559864019419,0.9050895407834579,0.9240040624747419,0.9588470597925729,0.2914694909897414,0.32617092733825365,0.4060825150602666,0.7591088792904039,0.31170956247937404,0.9557134643155933,0.9399844629735205,0.7558119314344021,0.47970847732193067,0.42336700025195095,0.21351389056399223,0.15992278378035024,0.0042132737201095
17208,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.19486759553713517,0.379337392824912,0.5593203635358819,0.0,0.0,0.0,0.24257630596301177,0.2552354052986749,0.2830632224047279,0.3765185793097948,0.25131868122415907,0.5287095204787848,0.4245660305303337,0.33223212111618083,0.2962353213164819,0.28509712650311725,0.22933235265776064,0.19306190125193126,0.0067716824827969
21407,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.19628716691978282,0.5089821208514115,0.6654499546794986,0.7662583130172343,0.0,0.0,0.27432679531532034,0.30502428942682513,0.37039066333432114,0.5914795033341722,0.29600541883499487,0.8193057011378301,0.8057222003499999,0.6112894449537932,0.39503832815571355,0.355854132062825,0.2869378596379612,0.1591102990752171,0.0014901375671451
17439,joint_noise_gta_semantic_cityscapes_dropout_pu_0_00,0.23848584114376215,0.45244370660424965,0.6247734355915024,0.7437080431439764,0.0,0.0,0.3249260726870307,0.384569725519961,0.4579694609697005,0.6043586700131928,0.24355858646634818,0.7823807622601202,0.7576231603658176,0.7077015158629442,0.5348798836556228,0.4991439076888546,0.31989099587353487,0.21712477704811498,0.0017908667568496
